"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|DE-LU"
"01.04.2023 12:00 - 01.04.2023 12:15","84.95","EUR"
"01.04.2023 12:15 - 01.04.2023 12:30","69.93","EUR"
"01.04.2023 12:30 - 01.04.2023 12:45","54.96","EUR"
"01.04.2023 12:45 - 01.04.2023 13:00","38.35","EUR"
"01.04.2023 13:00 - 01.04.2023 13:15","59.49","EUR"
"01.04.2023 13:15 - 01.04.2023 13:30","40.79","EUR"
"01.04.2023 13:30 - 01.04.2023 13:45","44.92","EUR"
"01.04.2023 13:45 - 01.04.2023 14:00","29.90","EUR"
"01.04.2023 14:00 - 01.04.2023 14:15","54.96","EUR"
"01.04.2023 14:15 - 01.04.2023 14:30","31.58","EUR"
"01.04.2023 14:30 - 01.04.2023 14:45","28.57","EUR"
"01.04.2023 14:45 - 01.04.2023 15:00","10.04","EUR"
"01.04.2023 15:00 - 01.04.2023 15:15","32.40","EUR"
"01.04.2023 15:15 - 01.04.2023 15:30","15.09","EUR"
"01.04.2023 15:30 - 01.04.2023 15:45","15.09","EUR"
"01.04.2023 15:45 - 01.04.2023 16:00","45.43","EUR"
"01.04.2023 16:00 - 01.04.2023 16:15","20.19","EUR"
"01.04.2023 16:15 - 01.04.2023 16:30","29.89","EUR"
"01.04.2023 16:30 - 01.04.2023 16:45","17.59","EUR"
"01.04.2023 16:45 - 01.04.2023 17:00","52.41","EUR"
"01.04.2023 17:00 - 01.04.2023 17:15","57.46","EUR"
"01.04.2023 17:15 - 01.04.2023 17:30","54.96","EUR"
"01.04.2023 17:30 - 01.04.2023 17:45","58.40","EUR"
"01.04.2023 17:45 - 01.04.2023 18:00","61.62","EUR"
"01.04.2023 18:00 - 01.04.2023 18:15","59.96","EUR"
"01.04.2023 18:15 - 01.04.2023 18:30","63.68","EUR"
"01.04.2023 18:30 - 01.04.2023 18:45","70.86","EUR"
"01.04.2023 18:45 - 01.04.2023 19:00","121.50","EUR"
"01.04.2023 19:00 - 01.04.2023 19:15","86.69","EUR"
"01.04.2023 19:15 - 01.04.2023 19:30","74.98","EUR"
"01.04.2023 19:30 - 01.04.2023 19:45","98.90","EUR"
"01.04.2023 19:45 - 01.04.2023 20:00","102.43","EUR"
"01.04.2023 20:00 - 01.04.2023 20:15","138.91","EUR"
"01.04.2023 20:15 - 01.04.2023 20:30","84.93","EUR"
"01.04.2023 20:30 - 01.04.2023 20:45","57.57","EUR"
"01.04.2023 20:45 - 01.04.2023 21:00","60.07","EUR"
"01.04.2023 21:00 - 01.04.2023 21:15","95.60","EUR"
"01.04.2023 21:15 - 01.04.2023 21:30","74.94","EUR"
"01.04.2023 21:30 - 01.04.2023 21:45","72.41","EUR"
"01.04.2023 21:45 - 01.04.2023 22:00","69.93","EUR"
"01.04.2023 22:00 - 01.04.2023 22:15","97.66","EUR"
"01.04.2023 22:15 - 01.04.2023 22:30","79.93","EUR"
"01.04.2023 22:30 - 01.04.2023 22:45","59.25","EUR"
"01.04.2023 22:45 - 01.04.2023 23:00","47.46","EUR"
"01.04.2023 23:00 - 01.04.2023 23:15","57.82","EUR"
"01.04.2023 23:15 - 01.04.2023 23:30","57.45","EUR"
"01.04.2023 23:30 - 01.04.2023 23:45","54.94","EUR"
"01.04.2023 23:45 - 02.04.2023 00:00","57.42","EUR"
